time,quote,title,author
05:46,"Herbert could feel nothing. He wrote a legal-sounding phrase to the effect that the sentence had been carried out at 5.46 am., adding, 'without a snag'. The burial party had cursed him quietly as they'd hacked at the thick roots and tight soil.",A Whispered Name,William Brodrick
06:00,"The ball went on for a long time, until six in the morning; all were exhausted and wishing they had been in bed for at least three hours; but to leave early was like proclaiming the party a failure and offending the host and hostess who had taken such a lot of trouble, poor dears.",The Leopard,Giuseppe Tomasi di Lampedusa
06:00,"I had risen half-an-hour before her entrance, and had washed my face, and put on my clothes by the light of a half-moon just setting, whose rays streamed through the narrow window near my crib. I was to leave Gateshead that day by a coach which passed the lodge gates at six a.m.",Jane Eyre,Charlotte Bronte
06:00,". ‘What’s the time?’ I ask, and telling him so that he knows, ‘My mother likes “peace and quiet” to sleep late on Saturday mornings.’ ‘She does, does she? It’s six o’clock. I couldn’t sleep,’ he says wearily, like an afterthought, as if it’s what he expects. ‘Why are you up so early?’ ‘I woke up and needed my panda. I can’t find him.’ ‘Where do you think he can be?’ His face changes and he smiles again, bending down to look under the table and behind the curtain. But he isn’t clowning or teasing. He’s in earnest.",The Saints,Patsy Hickman
06:00,"Lying awake in my attic room, i hear a clock strike six downstairs. It was fairly light and people were beginning to walk up and down the stairs...- i heard the clock strike eight downstairs before i rose and got dressed... I looked up - the clock tower of our saviour's showed ten.",Hunger,Knut Hamsun
06:00,"On the 15th of September 1840, about six o'clock in the morning, the Ville-de-Montereau, ready to depart, pouring out great whirls of smoke by the quai Saint-Bernard.",L'Education sentimentale,Gustave Flaubert
06:00,Rise from bed . . . . . . . . . . . . . . . . 6.00 A.M.,The Great Gatsby,F. Scott Fitzgerald
06:13,"It's 06:13 .........Ma says I ought to be wrapped up in Rug already, Old Nick might possibly come.",Room,Emma Donoghue
06:15,Dumbbell exercise and wall-scaling . . . . . . 6.15-6.30,The Great Gatsby,F. Scott Fitzgerald
06:15,"There are countless examples of times in this novel: 0615h (Abacus paperback edn, p 687); 0816 train (p 688-89); 2212.30-40h (p.716); 2300h (p 744); 2100 (p 755); 0500h (pp 217; 851); 0100 (p 868); 0145h (p 78); 1640h (p 95); 0300 (p 280)",Infinite Jest,David Foster Wallace
06:15,It was 6.15 am. Just starting to get light. A small knot of older teenagers were leaning against a nearby wall. They looked as though they had been out all night.Two of the guys stared at us. Their eyes hard and threatening.,Girl Missing,Sophie McKenzie
06:25,"Still, it's your consciousness that's created it. Not somethin' just anyone could do. Others could be wanderin' around forever in who-knows-what contradictory chaos of a world. You're different. You seem t'be the immortal type."" ""When's the turnover into that world going to take place?"" asked the chubby girl. The Professor looked at his watch. I looked at my watch. Six-twenty-five. Well past daybreak. Morning papers delivered. ""According t'my estimates, in another twenty-nine hours and thirty-five minutes,"" said the Professor. ""Plus or minus forty-five minutes. I set it at twelve noon for easy reference. Noon tomorrow.",Hard Boiled Wonderland and the End of the World,Haruki Murakami
06:27,"At 06.27 hours on 1 January 1975, Alfred Archibald Jones was dressed in corduroy and sat in a fume-filled Cavalier Musketeer Estate face down on the steering wheel, hoping the judgement would not be too heavy upon him.",White Teeth,Zadie Smith
06:27,"Early in the morning, late in the century, Cricklewood Broadway. At 0627 hours on January 1, 1975, Alfred Archibald Jones was dressed in corduroy and sat in a fume-filled Cavalier Musketeer Estate, facedown on the steering wheel, hoping the judgment would not be too heavy upon him.",White Teeth,Zadie Smith
06:27,"At 06.27 hours on 1 January 1975, Alfred Archibald Jones was dressed in corduory and sat in a fume-filled Cavalier Muskateer Estate face down on the steering wheel, hoping the judgement would not be too heavy upon him.",White Teeth,Zadie Smith
06:27,"06:27:52 by the chip in her optic nerve; Case had been following her progress through Villa Straylight for over an hour, letting the endorphin analogue she'd taken blot out his hangover.",Neuromancer,William Gibson
06:30,"It was six-thirty. When the baby's cry came, they could not pick it out, and Sam, eagerly thrusting his face amongst their ears, said, ""Listen, there, there, that's the new baby."" He was red with delight and success.",The Man Who Loved Children,Christina Stead
06:30,It was very cold sitting in the truck and after a while he got out and walked around and flailed at himself with his arms and stamped his boots. Then he got back in the truck. The bar clock said six-thirty...By eight-thirty he’d decided that it that was it would take to make the cab arrive then that’s what he would do and he started the engine.,"Cities of the Plain (Picador pb, p 226)",Cormac McCarthy
06:30,"Daniel and the FBI men listened to the sounds of his mother waking up his father. Daniel still held the door-knob. He was ready to close the door the second he was told to. ""What time is it?"" said his father in a drugged voice. ""Oh my God, it's six-thirty,"" his mother said.",The Book of Daniel,E.L. Doctorow
06:30,"""Inside now MJ ordered. She pushed the three of us into the hotel room, thern shut the soor. I glanced at the clock by the bed. 6.30 am. Why were they waking Mum and Dad up this early?",Girl Missing,Sophie McKenzie
06:30,"Sometimes they were hooded carts, sometimes they were just open carts, with planks for seats, on which sat twelve cloaked and bonneted women, six a side, squeezed together, for the interminable journey. As late as 1914 I knew the carrier of Croydon-cum-Clopton, twelve miles from Cambridge; his cart started at 6.30 in the morning and got back at about ten at night. Though he was not old, he could neither read nor write; but he took commissions all along the road - a packet of needles for Mrs. This, and a new teapot for Mrs. That - and delivered them all correctly on the way back.",Period Piece,Gwen Raverat
06:30,Nervously she jumped up and listened; the house itself was as still as ever; the footsteps had retreated. Through her wide-open window the brilliant rays of the morning sun were flooding her room with light. She looked up at the clock; it was half-past six—too early for any of the household to be already astir.,The Scarlet Pimpernel,Baroness Orczy
06:30,"Six-thirty was clearly a preposterous time and he, the client, obviously hadn't meant it seriously. A civilised six-thirty for twelve noon was almost certainly what he had in mind, and if he wanted to cut up rough about it, Dirk would have no option but to start handing out some serious statistics. Nobody got murdered before lunch. But nobody. People weren't up to it. You needed a good lunch to get both the blood-sugar and blood-lust levels up. Dirk had the figures to prove it.",The Long Dark Tea-time of the Soul,Douglas Adams
06:33,"Woke 6.33 a.m. Last session with Anderson. He made it plain he's seen enough of me, and from now on I'm better alone. To sleep 8:00? (These count-downs terrify me.) He paused, then added: Goodbye, Eniwetok.",The Voices of Time,JG Ballard
06:35,"My watch lay on the dressing-table close by; glancing at it, I saw that the time was twenty-five minutes to seven. I had been told that the family breakfasted at nine, so I had nearly two-and-a-half hours of leisure. Of course, I would go out, and enjoy the freshness of the morning. I turned to the window again, just to take another view of the scenery in front of the house, and to decide in which direction I would go. And there, emerging from a wicket-gate that opened out of an adjacent plantation, I caught sight of Mr. Cazalette.",Ravensdene Court,J. S. Fletcher
06:45,"He was still hurriedly thinking all this through, unable to decide to get out of the bed, when the clock struck quarter to seven. There was a cautious knock at the door near his head. ""Gregor"", somebody called - it was his mother - ""it's quarter to seven. Didn't you want to go somewhere?"" That gentle voice! Gregor was shocked when he heard his own voice answering, it could hardly be recognised as the voice he had had before. As if from deep inside him, there was a painful and uncontrollable squeaking mixed in with it, the words could be made out at first but then there was a sort of echo which made them unclear, leaving the hearer unsure whether he had heard properly or not. Gregor had wanted to give a full answer and explain everything, but in the circumstances contented himself with saying: ""Yes, mother, yes, thank-you, I'm getting up now.""",Metamorphosis,Franz Kafka (Gutenberg edition)
06:45,"As the clock pointed to a quarter to seven, the dog woke and shook himself. After waiting in vain for the footman, who was accustomed to let him out, the animal wandered restlessly from one closed door to another on the ground floor; and, returning to his mat in great perplexity, appealed to the sleeping family, with a long and melancholy howl.'",No Name,Wilkie Collins
06:46,"Then I hung about in the hall waiting for the milkman. That was the worst part of the business, for I was fairly choking to get out of doors. Six-thirty passed, then six-forty, but still he did not come. The fool had chosen this day of all days to be late. At one minute after the quarter to seven I heard the rattle of the cans outside. I opened the front door, and there was my man, singling out my cans from a bunch he carried and whistling through his teeth. He jumped a bit at the sight of me.",The Thirty-Nine Steps,John Buchan
07:00,"I had left directions that I was to be called at seven. (...) It was a relief to get out of the room where the night had been so miserable, and I needed no second knocking at the door to startle me from my uneasy bed. The Castle battlements arose upon my view at eight o'clock. The little servant happening to be entering the fortress with two hot rolls, I passed through the postern and crossed the drawbridge, in her company, and so came without announcement into the presence of Wemmick as he was making tea for himself and the Aged. An open door afforded a perspective view of the Aged in bed. ""Halloa, Mr. Pip!"" said Wemmick. (...) ""Would you mind toasting this sausage for the Aged P.?""",Great Expectations,Charles Dickens
07:00,"""Seven o'clock, already"", he said to himself when the clock struck again, ""seven o'clock, and there's still a fog like this.""",Metamorphosis,Franz Kafka
07:00,"She locked herself in, made no reply to my bonjour through the door; she was up at seven o'clock, the samovar was taken in to her from the kitchen.",Crime and Punishment,Fyodor Dostoyevsky
07:00,"At seven o’clock in the morning, Rubashov was awakened by a bugle, but he did not get up. Soon he heard sounds in the corridor. He imagined that someone was to be tortured, and he dreaded hearing the first screams of pain. When the footsteps reached his own section, he saw through the eye hole that guards were serving breakfast. Rubashov did not receive any breakfast because he had reported himself ill. He began to pace up and down the cell, six and a half steps to the window, six and a half steps back.",Darkness at Noon,Arthur Koestler
07:02,"07:02:18 One and a half hours. 'Case,' she said, 'I wanna favour.'",Neuromancer,William Gibson
07:05,"Ryan missed the dawn. He boarded a TWA 747 that left Dulles on time, at 7:05 A.M. The sky was overcast, and when the aircraft burst through the cloud layer into sunlight, Ryan did something he had never done before. For the first time in his life, Jack Ryan fell asleep on an airplane.",The Hunt for Red October,Tom Clancy
07:05,"He shaved and dressed for the day. Then he sat down at the kitchen table with coffee and a cigarette. The children were still in bed. But in five minutes or so he planned to put boxes of cereal on the table and lay out bowls and spoons, then go in to wake them for breakfast. He really couldn't believe that the old woman who'd phoned him last night would show up this morning, as she'd said she would. He decided he'd wait until five minutes after seven o'clock, and then he'd call in, take the day off, and make every effort in the book to locate someone reliable. He brought the cup of coffee to his lips.It was then that he heard a rumbling sound out in the street. He left his cup and got up from the table to look out the window. A pickup truck had pulled over to the curb in front of his house. The pickup cab shook as the engine idled. Carlyle went to the front door, opened it, and waved. An old woman waved back and then let herself out of the vehicle. Carlyle saw the driver lean over and disappear under the dash. The truck gasped, shook itself once more, and fell still.",Where I'm Calling From,Raymond Carver
07:06,""" So far so good. There followed a little passage of time when we stood by the duty desk, drinking coffee and studiously not mentioning what we were all thinking and hoping: that Percy was late, that maybe Percy wasn't going to show up at all. Considering the hostile reviews he'd gotten on the way he'd handled the electrocution, that seemed at least possible. But Percy subscribed to that old axiom about how you should get right back on the horse that had thrown you, because here he came through the door at six minutes past seven, resplendent in his blue uniform with his sidearm on one hip and his hickory stick in its ridiculous custom-made holster on the other.",The Green Mile,Stephen King
07:09,"In the living room the voice-clock sang, Tick-tock, seven o'clock, time to get up, time to get up, seven o 'clock! as if it were afraid that nobody would. The morning house lay empty. The clock ticked on, repeating and repeating its sounds into the emptiness. Seven-nine, breakfast time, seven-nine!",There Will Come Soft Rains,Ray Bradbury
07:10,"A search in Bradshaw informed me that a train left St Pancras at 7.10, which would land me at any Galloway station in the late afternoon.",The 39 Steps,John Buchan
07:10,"""There were many others waiting to execute the same operation, so she would have to move fast, elbow her way to the front so that she emerged first. The time was 7:10 in the morning. The manoeuvre would start at 7:12. She looked apprehensively at the giant clock at the railway station."" [ISBN 978-93-80905-06-8 | publication date 21 October 2011]",The Fourth Passenger,Mini Nair
07:12,"He taught me that if I had to meet someone for an appointment, I must refuse to follow the 'stupid human habit' of arbitrarily choosing a time based on fifteen-minute intervals. 'Never meet people at 7:45 or 6:30, Jasper, but pick times like 7:12 and 8:03!'",A fraction of the whole,Steve Toltz
07:13,"It was all the more suprising and indeed alarming a little later, said Austerlitz, when I looked out of the corridor window of my carriage just before the train left at seven-thirteen, to find it dawning upon me with perfect certainty that I had seen the pattern of glass and steel roof above the platforms before, made up as it was of triangles, round arches, horizontal and vertical lines and diagonals, and in the same half light.",Austerlitz,W.G. Sebald
07:15,"Gough again knocked on Mr and Mrs Kent's bedroom door. This time it was opened - Mary Kent had got out of bed and put on her dressing gown, having just checked her husband's watch: it was 7.15. A confused conversation ensued, in which each woman seemed to assume Saville was with the other.",The Suspicions of Mr Whicher,Kate Summerscale
07:15,"It was early in April in the year ’83 that I woke one morning to find Sherlock Holmes standing, fully dressed, by the side of my bed. He was a late riser, as a rule, and as the clock on the mantelpiece showed me that it was only a quarter-past seven, I blinked up at him in some surprise, and perhaps just a little resentment, for I was myself regular in my habits.",The Adventure of the Speckled Band,Arthur Conan Doyle
07:15,"At 7:15 A.M., January 25th, we started flying northwestward under McTighe's pilotage with ten men, seven dogs, a sledge, a fuel and food supply, and other items including the plane's wireless outfit. The atmosphere was clear, fairly quiet, and relatively mild in temperature, and we anticipated very little trouble in reaching the latitude and longitude designated by Lake as the site of his camp. Our apprehensions were over what we might find, or fail to find, at the end of our journey, for silence continued to answer all calls dispatched to the camp. Every incident of that four-and-a-half-hour flight is burned into my recollection because of its crucial position in my life. It marked my loss, at the age of fifty-four, of all that peace and balance which the normal mind possesses through its accustomed conception of external nature and nature's laws.",At the Mountains of Madness,H.P. Lovecraft
07:17,"As of 7:17 A.M. local time on 30 June 1908, Padzhitnoff had been working for nearly a year as a contract employee of the Okhrana, receiving five hundred rubles a month, a sum which hovered at the exorbitant end of spy-budget outlays for those years. [Vintage pb edn, p 875]",Against the Day,T Pynchon
07:20,And this was my timetable when I lived at home with Father and I thought that Mother was dead from a heart attack (this was the timetable for a Monday and also it is an approximation). 7.20 a.m. Wake up,The Curious Incident of the Dog in the Night-time,Mark Haddon
07:20,"He who had been a boy very credulous of life was no longer greatly interested in the possible and improbable adventures of each new day. He escaped from reality till the alarm-clock rang, at seven-twenty.",Babbitt,SInclair Lewis
07:25,7.25 a.m. Clean teeth and wash face,The Curious Incident of the Dog in the Night-time,Mark Haddon
07:30,"Precisely at half past seven the station-master came into the traffic office. He weighed almost sixteen stone, but women always said that he was incredibly light on his feet when he danced.",Closely Observed Trains,Bohumil Hrabal
07:30,"""At half-past seven the next morning he rang the bell of 21 Ble heim Avenue....""","After Rain (""Gilbert's Mother"")",William Trevor
07:35,I looked at my watch. Seven thirty-five.,Bare Bones,Kathy Reichs
07:40,7.40 a.m. Have breakfast,The Curious Incident of the Dog in the Night-time,Mark Haddon
07:44,"And there I was, complaining that all this was just inconvenient, Anna castigates herself. The Goth was obviously right. What does it matter, really, if I'm a bit late for work? She voices her thoughts: ""It's not exactly how you'd choose to go, is it? You'd rather die flying a kite with your grandchildren, or at a great party or something. Not on the seven forty-four.""","One moment, one morning",Sarah Rayner
07:45,"Mr Green left for work at a quarter to eight, as he did every morning. He walked down his front steps carrying his empty-looking leatherette briefcase with the noisy silver clasps, opened his car door, and ducked his head to climb into the driver's seat.",A crime in the neighborhood,Suzanne Berne
07:51,"Vimes fished out the Gooseberry as a red-hot cabbage smacked into the road behind him. ""Good morning!"" he said brightly to the surprised imp. ""What is the time, please?"" ""Er...nine minutes to eight, Insert Name Here,"" said the imp.",Thud!,Terry Pratchett
07:55,at 7.55 this morning the circus ran away to join me there is a lion in the wardrobe and in the pantry the clown goes down on the bareback rider,tightrope (a poem in Selected Poems 1967-1987),Roger McGough
07:56,"I sit by the window, crunching toast, sipping coffee, and leafing through the paper in a leisurely way. At last, after devouring three slices, two cups of coffee, and all the Saturday sections, I stretch my arms in a big yawn and glance at the clock. I don't believe it. It's only seven fifty-six.",The Undomestic Goddess,Sophie Kinsella
08:00,"At eight o’clock, a shaft of daylight came to wake us. The thousand facets of the lava on the rock face picked it up as it passed, scattering like a shower of sparks.",Journey to the Centre of the Earth,Jules Verne
08:00,"Through the curtained windows of the furnished apartment which Mrs. Horace Hignett had rented for her stay in New York rays of golden sunlight peeped in like the foremost spies of some advancing army. It was a fine summer morning. The hands of the Dutch clock in the hall pointed to thirteen minutes past nine; those of the ormolu clock in the sitting-room to eleven minutes past ten; those of the carriage clock on the bookshelf to fourteen minutes to six. In other words, it was exactly eight; and Mrs. Hignett acknowledged the fact by moving her head on the pillow, opening her eyes, and sitting up in bed. She always woke at eight precisely.",Three Men and a Maid,P.G. Wodehouse
08:00,"Dressed in sweater, anorak and long johns, he lay in bed, hemmed in on three sides by chunky wooden beams, and ate all the salted snacks in the minibar, and then all the sugary snacks, and when he was woken by reception at eight the following morning to be told that everyone was waiting for him downstairs, the wrapper of a Mars bar was still folded in his fist.",Solar,Ian McEwan
08:00,'Choose your own time' Don Ignacio said. 'Would 8 am on Sunday be convenient?',Voices of the Old Sea,Norman Lewis
08:00,"It was dated from Rosings, at eight o'clock in the morning, and was as follows: - ""Be not alarmed, madam, on receiving this letter, by the apprehension of its containing any repetition of those sentiments or renewal of those offerings which were last night so disgusting to you.",Pride and Prejudice,Jane Austen
08:00,"‎""And while she still held my gaze, still smiling, there came the slow and heavy tolling of the great house-bell, eight times; and then her smile fell.""",Fingersmith,Sarah Waters
08:00,"""I'm not crying,"" Maria said when Carter called from the desert at 8 a.m. ""I'm perfectly alright"". ""You don't sound perfectly alright",Play it as is Lays,Joan Didion
08:00,"I hear noise at the ward door, off up the hall out of my sight. That ward door starts opening at eight and opens and closes a thousand times a day, kashash, click.",One Flew Over the Cuckoo's Nest,Ken Kesey
08:00,"By eight o'clock Stillman would come out, always in his long brown overcoat, carrying a large, old-fashioned carpet bag. For two weeks this routine did not vary. The old man would wander through the streets of the neighbourhood, advancing slowly, sometimes by the merest of increments, pausing, moving on again, pausing once more, as though each step had to be weighed and measured before it could take its place among the sum total of steps.",City of Glass,Paul Auster
08:00,"By eight o'clock Stillman would come out, always in his long brown overcoat, carrying a large, old-fashioned carpet bag. For two weeks this routine did not vary. The old man would wander through the streets of the neighbourhood, advancing slowly, sometimes by the merest of increments, pausing, moving on again, pausing once more, as though each step had to be weighed and measured before it could take its place among the sum total of steps.",City of Glass,Paul Auster
08:00,"When he opened the windows in the morning, the sky was as overcast as it had been, but the air seemed fresher, and regret set in. Had giving notice not been impetuous and wrongheaded, the result of an inconsequential indisposition? If he had held off a bit, if he had not been so quick to lose heart, if he had instead tried to adjust to the air or wait for the weather to improve, he would now have been free of stress and strain and looking forward to a morning on the beach like the one the day before. Too late. He must go on wanting what he had wanted yesterday. He dressed and rode down to the ground floor at eight for breakfast.",Death in Venice,Thomas Mann
08:00,8.00 a.m. Put school clothes on,The Curious Incident of the Dog in the Night-time,Mark Haddon
08:00,"Few literary references to time of day are as powerful as Housman's short poem Eight O'Clock: He stood, and heard the steeple Sprinkle the quarters on the morning town. One, two, three, four, to marketplace and people It tossed the down. Strapped, noosed, nighing his hour, He stood and counted them and cursed his luck; And then the clock collected in the tower Its strength, and struck. Enough said!",Eight O'Clock,A.E. Housman
08:00,At 8 o'clock on Thursday morning Arthur didn't feel very good.,Hitch-Hikers Guide to the Galaxy,Douglas Adams
08:00,"""But for now it was still eight o'clock, and as I walked along the avenue under that brilliant blue sky, I was happy, my friends, as happy as any man who had ever lived.""",Brooklyn Follies,Paul Auster
08:00,"Mr. Pumblechook and I breakfasted at eight o'clock in the parlour behind the shop, while the shopman took his mug of tea and hunch of bread-and-butter on a sack of peas in the front premises.",Great Expectations,Dickens
08:00,"Three days after the quarrel, Prince Stepan Arkadyevitch Oblonsky--Stiva, as he was called in the fashionable world-- woke up at his usual hour, that is, at eight o'clock in the morning, not in his wife's bedroom, but on the leather-covered sofa in his study.",Anna Karenina,Tolstoy
08:00,"And then the clock collected in the tower Its strength, and struck.",Eight O'Clock,A.E. Housman
08:00,"Mrs. Rochester! She did not exist: she would not be born till to-morrow, some time after eight o'clock a.m.; and I would wait to be assured she had come into the world alive, before I assigned to her all that property.",Jane Eyre,Charlotte Brontë
08:00,"At eight o'clock on Thursday morning Arthur didn't feel very good. He woke up blearily, got up, wandered blearily round his room, opened a window, saw a bulldozer, found his slippers and stomped off to the bathroom to wash.",Hitch-hikers guide to the galaxy,Douglas Adams
08:00,"Someone must have been telling lies about Joseph K. for without having done anything wrong he was arrested one fine morning. His landlady's cook, who always brought him breakfast at eight o'clock, failed to appear on this occasion.",The Trial,Kafka
08:00,"The next morning I woke up at oh eight oh oh hours, my brothers, and as I still felt shagged and fagged and fashed and bashed and as my glazzies were stuck together real horrorshow with sleepglue, I thought I would not go to school .",A Clockwork Orange,Anthony Burgess
08:00,"So here I'll watch the night and wait To see the morning shine, When he will hear the stroke of eight And not the stroke of nine;",A shropshire Lad,A E Housman
08:00,"The next morning I woke up at oh eight oh oh hours, my brothers, and as I still felt shagged and fagged and fashed and bashed and my glazzies were stuck together real horrorshow with superglue, I thought I would not go to school. [opening of ch 4]",A Clockwork Orange,Anthony Burgess
08:03,"He taught me that if I had to meet someone for an appointment, I must refuse to follow the 'stupid human habit' of arbitrarily choosing a time based on fifteen-minute intervals. 'Never meet people at 7:45 or 6:30, Jasper, but pick times like 7:12 and 8:03!'",A fraction of the whole,Steve Toltz
08:05,8.05 a.m. Pack school bag,The Curious Incident of the Dog in the Night-time,Mark Haddon
08:08,There was a young fellow named Tate Who dined with his girl at 8.08 But I'd hate to relate What that fellow named Tate And his tête-à-tête ate at 8.08.,?,?
08:10,8.10 a.m. Read book or watch video,The Curious Incident of the Dog in the Night-time,Mark Haddon
08:10,"Cell count down to 400,000. Woke 8:10. To sleep 7:15. (Appear to have lost my watch without realising it, had to drive into town to buy another.)",The Voices of Time,JG Ballard
08:11,"'Care for a turn on the engine?' he called to the doxies, and pointed up at the footplate. They laughed but voted not to, climbing up with their bathtub into one of the rattlers instead. They both had very fetching hats, with one flower apiece, but the prettiness of their faces made you think it was more. For some reason they both wore white rosettes pinned to their dresses. I looked again at the clock: eight-eleven.",The Blackpool Highflyer,Andrew Martin
08:15,"It was in the winter when this happened, very near the shortest day, and a week of fog into the bargain, so the fact that it was still very dark when George woke in the morning was no guide to him as to the time. He reached up, and hauled down his watch. It was a quarter-past eight.",Three Men in a Boat,Jerome K Jerome
08:15,"You scrutinized your wrist: ""It's eight fifteen. (And here time forked.) I'll turn it on."" The screen In its blank broth evolved a lifelike blur, And music welled.",Pale Fire,Vladimir Nabokov
08:16,"I walk through the fruit trees toward a huge, square, brown patch of earth with vegetation growing in serried rows. These must be the vegetables. I prod one of them cautiously with my foot. It could be a cabbage or a lettuce. Or the leaves of something growing underground, maybe. To be honest, it could be an alien. I have no idea. I sit down on a mossy wooden bench and look at a nearby bush covered in white flowers. Mm. Pretty. Now what? What do people do in their gardens? I feel I should have something to read. Or someone to call. My fingers are itching to move. I look at my watch. Still only eight sixteen. Oh God.",The Undomestic Goddess,Sophie Kinsella
08:17,"Come on, I can't give up yet. I'll just sit here for a bit and enjoy the peace. I lean back and watch a little speckled bird pecking the ground nearby for a while. Then I look at my watch again: eight seventeen. I can't do this.",The Undomestic Goddess,Sophie Kinsella
08:20,"When the typewriters happen to pause (8:20 and other mythical hours), and there are no flights of American bombers in the sky, and the motor traffic's not too heavy in Oxford Street, you can hear winter birds cheeping outside, busy at the feeders the girls have put up.",Gravity's Rainbow,Thomas Pynchon
08:23,"""That orchid-collector was only thirty-six--twenty years younger than myself--when he died. And he had been married twice and divorced once; he had had malarial fever four times, and once he broke his thigh. He killed a Malay once, and once he was wounded by a poisoned dart. And in the end he was killed by jungle-leeches. It must have all been very troublesome, but then it must have been very interesting, you know--except, perhaps, the leeches."" ""I am sure it was not good for him,"" said the lady with conviction. ""Perhaps not."" And then Wedderburn looked at his watch. ""Twenty-three minutes past eight. I am going up by the quarter to twelve train, so that there is plenty of time. I think I shall wear my alpaca jacket--it is quite warm enough--and my grey felt hat and brown shoes. I suppose--"" He glanced out of the window at the serene sky and sunlit garden, and then nervously at his cousin's face. ""I think you had better take an umbrella if you are going to London,"" she said in a voice that admitted of no denial. ""There's all between here and the station coming back."" When he returned he was in a state of mild excitement. He had made a purchase. It was rare that he could make up his mind quickly enough to buy, but this time he had done so.",The flowering of the strange orchid,H.G. Wells
08:26,"It exploded much later than intended, probably a good twelve hours later, at twenty-six minutes past eight on Monday morning. Several defunct wristwatches, the property of victims, confirmed the time. As with its predecessors over the last few months, there had been no warning. But then none had been intended. The Düsseldorf car-bombing of a visiting Israeli arms-procurement official had been preceded by no warning, neither had the book bomb sent to the organisers of an Orthodox Jewish congress in Antwerp, which blew up the honorary secretary and burnt her assistant to death. Neither had the dustbin bomb outside an Israeli bank in Zürich, which maimed two passers-by. Only the Stockholm bomb had a warning, and that turned out to be a completely different group, not part of the series at all.","""The Little drummer Girl""",John Le Carre
08:29,"At 8.29 I punched the front doorbell in Elgin Crescent. It was opened by a small oriental woman in a white apron. She showed me into a large, empty sitting room with an open fire and a couple of huge oil paintings. One was of an old bloke in Gainsborough style (a Stellings or Clarissa ancestor, perhaps) and the other a more or less random splosh-and-twirl in grey and tangerine that seemed designed to trigger a sequence of sophomore thoughts about 'art'.",Engleby,Sebastian Faulks
08:30,"'The lecture was to be given tomorrow, and it was now almost eight-thirty.'",A Confederacy of Dunces,John Kennedy Toole
08:30,"I hadn't heard a car, and I didn't notice the tracks in the snow until I came off the trail and out on to the road, but then again I wasn't expecting a car, not at that time of day. It can't be later than eight. I check my watch, and it says eight-thirty. Oh. (My translation)",Out Stealing Horses,Per Petterson
08:30,"At half past eight, Mr. Dursley picked up his briefcase, pecked Mrs. Dursley on the cheek, and tried to kiss Dudley good-bye but missed, because Dudley was now having a tantrum and throwing his cereal at the walls.",Harry Potter and the Philosopher's Stone,JK Rowling
08:30,"When he woke, at eight-thirty, he was alone in the bedroom. He put on his dressing gown and put in his hearing aid and went into the living room.",Deaf Sentence,David Lodge
08:30,"It is around 8:30. Sunshine comes through the windows at right. As the curtain rises, the family has just finished breakfast.",Long Day's Journey Into Night,Eugene O'Neill
08:30,"On July 25th, 8:30 a.m. the bitch Novaya dies whelping. At 10 o'clock she is lowered into her cool grave, at 7:30 that same evening we see our first floes and greet them wishing they were the last.",The Terrors of Ice and Darkness,Christoph Ransmayr
08:32,8.32 a.m. Catch bus to school,The Curious Incident of the Dog in the Night-time,Mark Haddon
08:32,"'Does anybody know the time a little more exactly is what I'm wondering, Don, since Day doesn't.' Gately checks his cheap digital, head still hung over the sofa's arm. 'I got 0832:14, 15, 16, Randy.' ''ks a lot, D.G. man.'",Infinite Jest,David Foster Wallace
08:35,"It was thirty-five minutes past eight by the big clock of the central building when Mathieu crossed the yard towards the office which he occupied as chief designer. For eight years he had been employed at the works where, after a brilliant and special course of study, he had made his beginning as assistant draughtsman when but nineteen years old, receiving at that time a salary of one hundred francs a month.",Fruitfulness,Emile Zola
08:40,"At this moment the clock indicated 8.40. 'Five minutes more,' said Andrew Stuart. The five friends looked at each other. One may surmise that their heart-beats were slightly accelereted, for, even for bold gamblers, the stake was a large one.'",Around the world in eighty days,Jules Verne
08:40,"It was when I stood before her, avoiding her eyes, that I took note of the surrounding objects in detail, and saw that her watch had stopped at twenty minutes to nine, and that a clock in the room had stopped at twenty minutes to nine.",Great Expectations,Charles Dickens
08:43,8.43 a.m. Go past tropical fish shop,The Curious Incident of the Dog in the Night-time,Mark Haddon
08:43,"""You understand this tape recorder is on?"" ""Uh huh"" ""And it's Wednesday, May 15, at eight forty-three in the mornin'."" ""If you say so""",A Time to Kill,John Grisham
08:47,"""Just on my way to the cottage. It's, er, ..8.47. Bit misty on the roads.....""",Dirk Gently's Holistic Detective Agency,Douglas Adams
08:50,"Punctually at ten minutes to nine, a quarter hour after early mass, the boy stood in his Sunday uniform outside his father's door.",The Radetzky March,Joseph Roth
08:50,"It was 8:50 in the morning and Bernie and I were alone on an Astoria side street, not far from a sandwich shop that sold a sopressatta sub called ""The Bypass"". I used to eat that sandwich weekly, wash it down with espresso soda, smoke a cigarette, go for a jog. Now I was too near the joke to order the sandwich, and my son's preschool in the throes of doctrinal schism.",The Ask,Sam Lipsyte
08:50,"At ten to nine the clerks began to arrive.When they had hung up their coats and hates they came to the fireplace and stood warming themselves. If there was no fire, they stood there all the same",The Chestnut Tree (short Story),V.S. Pritchett
08:51,8.51 a.m. Arrive at school,The Curious Incident of the Dog in the Night-time,Mark Haddon
08:52,"Message one. Tuesday, 8:52 A.M. Is anybody there? Hello?",Extremely Loud and Incredibly Close,Jonathan Safran Foer
